Number,Logvalue,AddedLogvalue
79,4.36944785246702,269.29109765102
80,4.38202663467388,273.673124285694
81,4.39444915467244,278.067573440366
82,4.40671924726425,282.47429268763
83,4.4188406077966,286.893133295427
84,4.43081679884331,291.32395009427
85,4.44265125649032,295.766601350761
86,4.45434729625351,300.220948647014
87,4.46590811865458,304.686856765669
88,4.47733681447821,309.164193580147
89,4.48863636973214,313.652829949879
90,4.49980967033027,318.152639620209
91,4.51085950651685,322.663499126726
92,4.52178857704904,327.185287703775
93,4.53259949315326,331.717887196929
94,4.54329478227,336.261181979199
95,4.55387689160054,340.815058870799
96,4.56434819146784,345.379407062267
97,4.57471097850338,349.95411804077
98,4.58496747867057,354.539085519441
99,4.59511985013459,359.134205369575
100,4.60517018598809,363.739375555564
101,4.61512051684126,368.354496072405
102,4.62497281328427,372.979468885689
103,4.63472898822964,377.614197873919
104,4.64439089914137,382.25858877306
105,4.65396035015752,386.912549123218
106,4.66343909411207,391.57598821733
107,4.67282883446191,396.248817051792
108,4.68213122712422,400.930948278916
109,4.69134788222914,405.622296161145
110,4.70048036579242,410.322776526937
111,4.70953020131233,415.03230672825
112,4.71849887129509,419.750805599545
113,4.72738781871234,424.478193418257
114,4.7361984483945,429.214391866652
115,4.74493212836325,433.959323995015
116,4.75359019110636,438.712914186121
117,4.76217393479776,443.475088120919
118,4.77068462446567,448.245772745385
119,4.77912349311153,453.024896238496
120,4.78749174278205,457.812387981278
121,4.79579054559674,462.608178526875
122,4.80402104473326,467.412199571608
123,4.81218435537242,472.224383926981
124,4.82028156560504,477.044665492586
125,4.8283137373023,481.872979229888
126,4.83628190695148,486.70926113684
127,4.84418708645859,491.553448223298
128,4.85203026391962,496.405478487218
129,4.85981240436167,501.265290891579
130,4.86753445045558,506.132825342035
131,4.87519732320115,511.008022665236
132,4.88280192258637,515.890824587823
133,4.89034912822175,520.781173716044
134,4.89783979995091,525.679013515995
135,4.90527477843843,530.584288294434
136,4.91265488573605,535.49694318017
137,4.91998092582813,540.416924105998
138,4.92725368515721,545.344177791155
139,4.93447393313069,550.278651724286
140,4.9416424226093,555.220294146895
141,4.94875989037817,560.169054037273
142,4.95582705760126,565.124881094874
143,4.96284463025991,570.087725725134
144,4.969813299576,575.05753902471
145,4.97673374242057,580.034272767131
146,4.98360662170834,585.017879388839
147,4.99043258677874,590.008311975618
148,4.99721227376412,595.005524249382
149,5.00394630594546,600.009470555328
150,5.01063529409626,605.020105849424
151,5.01727983681492,610.037385686239
152,5.02388052084628,615.061266207085
153,5.03043792139244,620.091704128478
154,5.03695260241363,625.128656730891
155,5.04342511691925,630.17208184781
156,5.04985600724954,635.22193785506
157,5.05624580534831,640.278183660408
158,5.06259503302697,645.340778693435
159,5.06890420222023,650.409682895655
160,5.07517381523383,655.484856710889
161,5.08140436498446,660.566261075874
162,5.08759633523238,665.653857411106
163,5.09375020080676,670.747607611913
164,5.0998664278242,675.847474039737
165,5.10594547390058,680.953419513638
166,5.11198778835654,686.065407301994
167,5.11799381241676,691.183401114411
168,5.12396397940326,696.307365093814
169,5.12989871492307,701.437263808737
170,5.13579843705026,706.573062245788
171,5.14166355650266,711.71472580229
172,5.14749447681345,716.862220279104
173,5.15329159449778,722.015511873601
174,5.15905529921453,727.174567172816
175,5.16478597392351,732.339353146739
176,5.17048399503815,737.509837141778
177,5.17614973257383,742.685986874351
178,5.18178355029209,747.867770424643
179,5.18738580584076,753.055156230484
180,5.19295685089021,758.248113081374
181,5.19849703126583,763.44661011264
182,5.2040066870768,768.650616799717
183,5.20948615284142,773.860102952559
184,5.21493575760899,779.075038710167
185,5.22035582507832,784.295394535246
186,5.2257466737132,789.521141208959
187,5.23110861685459,794.752249825813
188,5.23644196282995,799.988691788643
189,5.24174701505964,805.230438803703
190,5.24702407216049,810.477462875864
191,5.25227342804663,815.72973630391
192,5.25749537202778,820.987231675938
193,5.26269018890489,826.249921864843
194,5.26785815906333,831.517780023906
195,5.27299955856375,836.79077958247
196,5.27811465923052,842.0688942417
197,5.28320372873799,847.352097970438
198,5.28826703069454,852.640365001133
199,5.29330482472449,857.933669825857
200,5.29831736654804,863.231987192405
201,5.30330490805908,868.535292100465
202,5.30826769740121,873.843559797866
203,5.31320597904179,879.156765776908
204,5.31811999384422,884.474885770752
205,5.32300997913841,889.79789574989
206,5.32787616878958,895.12577191868
207,5.33271879326537,900.458490711945
208,5.33753807970132,905.796028791646
209,5.34233425196481,911.138363043611
210,5.34710753071747,916.485470574329
211,5.35185813347607,921.837328707805
212,5.35658627467201,927.193914982477
213,5.36129216570943,932.555207148186
214,5.36597601502185,937.921183163208
215,5.37063802812766,943.291821191336
216,5.37527840768417,948.66709959902
217,5.37989735354046,954.04699695256
218,5.38449506278909,959.43149201535
219,5.3890717298165,964.820563745166
220,5.39362754635236,970.214191291518
221,5.39816270151775,975.612353993036
222,5.40267738187228,981.015031374908
223,5.40717177146012,986.422203146369
224,5.41164605185504,991.833849198224
225,5.41610040220442,997.249949600428
226,5.42053499927229,1002.6704845997
227,5.4249500174814,1008.09543461718
228,5.42934562895444,1013.52478024614
229,5.43372200355424,1018.95850224969
230,5.4380793089232,1024.39658155861
231,5.44241771052179,1029.83899926914
232,5.44673737166631,1035.2857366408
233,5.4510384535657,1040.73677509437
234,5.4553211153577,1046.19209620973
235,5.45958551414416,1051.65168172387
236,5.46383180502561,1057.1155135289
237,5.46806014113513,1062.58357367003
238,5.47227067367148,1068.0558443437
239,5.47646355193151,1073.53230789563
240,5.48063892334199,1079.01294681898
241,5.48479693349066,1084.49774375247
242,5.48893772615669,1089.98668147862
243,5.49306144334055,1095.47974292196
244,5.4971682252932,1100.97691114726
245,5.50125821054473,1106.4781693578
246,5.50533153593236,1111.98350089373
247,5.50938833662798,1117.49288923036
248,5.51342874616498,1123.00631797653
249,5.51745289646471,1128.52377087299
250,5.52146091786225,1134.04523179085
251,5.52545293913178,1139.57068472999
252,5.52942908751142,1145.1001138175
253,5.53338948872752,1150.63350330622
254,5.53733426701854,1156.17083757324
255,5.54126354515843,1161.7121011184
256,5.54517744447956,1167.25727856288
257,5.54907608489522,1172.80635464778
258,5.55295958492162,1178.3593142327
259,5.55682806169954,1183.9161422944
260,5.56068163101553,1189.47682392541
261,5.56452040732269,1195.04134433274
262,5.5683445037611,1200.6096888365
263,5.57215403217777,1206.18184286867
264,5.57594910314632,1211.75779197182
265,5.57972982598622,1217.33752179781
266,5.5834963087817,1222.92101810659
267,5.58724865840025,1228.50826676499
268,5.59098698051086,1234.0992537455
269,5.59471137960184,1239.6939651251
270,5.59842195899838,1245.2923870841
271,5.6021188208797,1250.89450590498
272,5.605802066296,1256.50030797128
273,5.60947179518496,1262.10977976646
274,5.61312810638807,1267.72290787285
275,5.61677109766657,1273.33967897052
276,5.62040086571715,1278.96007983623
277,5.62401750618734,1284.58409734242
278,5.62762111369064,1290.21171845611
279,5.63121178182137,1295.84293023793
280,5.63478960316925,1301.4777198411
281,5.63835466933375,1307.11607451044
282,5.64190707093811,1312.75798158137
283,5.64544689764324,1318.40342847902
284,5.64897423816121,1324.05240271718
285,5.65248918026865,1329.70489189745
286,5.65599181081985,1335.36088370827
287,5.65948221575962,1341.02036592403
288,5.66296048013595,1346.68332640416
289,5.66642668811243,1352.34975309227
290,5.66988092298052,1358.01963401525
291,5.67332326717149,1363.69295728243
292,5.67675380226828,1369.36971108469
293,5.68017260901707,1375.04988369371
294,5.68357976733868,1380.73346346105
295,5.68697535633982,1386.42043881739
296,5.69035945432406,1392.11079827171
297,5.6937321388027,1397.80453041052
298,5.69709348650541,1403.50162389702
299,5.70044357339069,1409.20206747041
300,5.7037824746562,1414.90584994507
301,5.70711026474888,1420.61296020982
302,5.71042701737487,1426.32338722719
303,5.71373280550937,1432.0371200327
304,5.71702770140622,1437.75414773411
305,5.72031177660741,1443.47445951072
306,5.72358510195238,1449.19804461267
307,5.7268477475872,1454.92489236026
308,5.73009978297357,1460.65499214323
309,5.73334127689775,1466.38833342013
310,5.73657229747919,1472.12490571761
311,5.73979291217923,1477.86469862979
312,5.74300318780948,1483.6077018176
313,5.74620319054015,1489.35390500814
314,5.74939298590825,1495.10329799404
315,5.75257263882563,1500.85587063287
316,5.75574221358691,1506.61161284646
317,5.75890177387728,1512.37051462033
318,5.76205138278018,1518.13256600311
319,5.76519110278484,1523.8977571059
320,5.76832099579377,1529.66607810169
321,5.77144112313002,1535.43751922482
322,5.77455154554441,1541.21207077037
323,5.77765232322266,1546.98972309359
324,5.78074351579233,1552.77046660938
325,5.78382518232974,1558.55429179171
326,5.78689738136671,1564.34118917308
327,5.78996017089725,1570.13114934398
328,5.79301360838414,1575.92416295236
329,5.79605775076537,1581.72022070313
330,5.79909265446053,1587.51931335759
331,5.80211837537706,1593.32143173296
332,5.80513496891649,1599.12656670188
333,5.80814248998044,1604.93470919186
334,5.8111409929767,1610.74585018484
335,5.81413053182507,1616.55998071666
336,5.8171111599632,1622.37709187662
337,5.82008293035236,1628.19717480698
338,5.82304589548302,1634.02022070246
339,5.82600010738045,1639.84622080984
340,5.82894561761021,1645.67516642745
341,5.83188247728352,1651.50704890473
342,5.83481073706261,1657.3418596418
343,5.83773044716594,1663.17959008896
344,5.8406416573734,1669.02023174634
345,5.84354441703136,1674.86377616337
346,5.84643877505773,1680.71021493843
347,5.84932477994686,1686.55953971837
348,5.85220247977447,1692.41174219815
349,5.85507192220243,1698.26681412035
350,5.85793315448346,1704.12474727483
351,5.86078622346587,1709.9855334983
352,5.8636311755981,1715.8491646739
353,5.8664680569333,1721.71563273083
354,5.86929691313377,1727.58492964396
355,5.87211778947542,1733.45704743344
356,5.87493073085203,1739.33197816429
357,5.87773578177964,1745.20971394607
358,5.8805329864007,1751.09024693247
359,5.88332238848828,1756.97356932096
360,5.88610403145016,1762.85967335241
361,5.88887795833288,1768.74855131074
362,5.89164421182577,1774.64019552257
363,5.89440283426485,1780.53459835683
364,5.89715386763674,1786.43175222447
365,5.89989735358249,1792.33164957805
366,5.90263333340137,1798.23428291145
367,5.90536184805457,1804.13964475951
368,5.90808293816893,1810.04772769768
369,5.91079664404053,1815.95852434172
370,5.91350300563827,1821.87202734736
371,5.91620206260744,1827.78822940996
372,5.91889385427315,1833.70712326424
373,5.92157841964382,1839.62870168388
374,5.92425579741453,1845.55295748129
375,5.92692602597041,1851.47988350727
376,5.9295891433899,1857.40947265066
377,5.93224518744801,1863.3417178381
378,5.93489419561959,1869.27661203372
379,5.93753620508243,1875.21414823881
380,5.94017125272043,1881.15431949153
381,5.9427993751267,1887.09711886665
382,5.94542060860658,1893.04253947526
383,5.94803498918065,1898.99057446444
384,5.95064255258773,1904.94121701703
385,5.95324333428779,1910.89446035131
386,5.95583736946483,1916.85029772078
387,5.95842469302978,1922.80872241381
388,5.96100533962327,1928.76972775343
389,5.96357934361845,1934.73330709705
390,5.96614673912369,1940.69945383617
391,5.96870755998537,1946.66816139616
392,5.97126183979046,1952.63942323595
393,5.97380961186926,1958.61323284782
394,5.97635090929793,1964.58958375712
395,5.97888576490112,1970.56846952202
396,5.98141421125448,1976.54988373327
397,5.98393628068719,1982.53382001396
398,5.98645200528444,1988.52027201925
399,5.98896141688986,1994.50923343614
400,5.99146454710798,2000.50069798324
401,5.99396142730657,2006.49465941055
402,5.99645208861902,2012.49111149917
403,5.99893656194668,2018.49004806112
404,6.00141487796115,2024.49146293908
405,6.00388706710654,2030.49535000618
406,6.00635315960173,2036.50170316578
407,6.00881318544259,2042.51051635123
408,6.01126717440416,2048.52178352563
409,6.0137151560428,2054.53549868167
410,6.01615715969835,2060.55165584137
411,6.01859321449623,2066.57024905587
412,6.02102334934953,2072.59127240522
413,6.02344759296103,2078.61471999818
414,6.02586597382531,2084.640585972
415,6.0282785202307,2090.66886449224
416,6.03068526026126,2096.6995497525
417,6.0330862217988,2102.7326359743
418,6.03548143252476,2108.76811740682
419,6.03787091992214,2114.80598832674
420,6.04025471127741,2120.84624303802
421,6.04263283368238,2126.8888758717
422,6.04500531403601,2132.93388118574
423,6.04737217904628,2138.98125336478
424,6.04973345523196,2145.03098682002
425,6.05208916892442,2151.08307598894
426,6.05443934626937,2157.13751533521
427,6.05678401322863,2163.19429934844
428,6.0591231955818,2169.25342254402
429,6.06145691892802,2175.31487946295
430,6.06378520868761,2181.37866467164
431,6.06610809010375,2187.44477276174
432,6.06842558824411,2193.51319834998
433,6.07073772800249,2199.58393607799
434,6.07304453410041,2205.65698061209
435,6.07534603108868,2211.73232664318
436,6.07764224334903,2217.80996888653
437,6.07993319509559,2223.88990208162
438,6.08221891037645,2229.972120992
439,6.08449941307517,2236.05662040507
440,6.08677472691231,2242.14339513198
441,6.08904487544685,2248.23244000743
442,6.0913098820777,2254.32374988951
443,6.09356977004514,2260.41731965955
444,6.09582456243223,2266.51314422199
445,6.09807428216624,2272.61121850415
446,6.10031895202006,2278.71153745617
447,6.10255859461357,2284.81409605079
448,6.10479323241499,2290.9188892832
449,6.10702288774225,2297.02591217094
450,6.10924758276437,2303.13515975371
451,6.11146733950268,2309.24662709321
452,6.11368217983223,2315.36030927304
453,6.11589212548303,2321.47620139853
454,6.11809719804135,2327.59429859657
455,6.12029741895095,2333.71459601552
456,6.12249280951439,2339.83708882503
457,6.12468339089421,2345.96177221593
458,6.12686918411419,2352.08864140004
459,6.12905021006055,2358.2176916101
460,6.13122648948314,2364.34891809959
461,6.13339804299665,2370.48231614258
462,6.13556489108174,2376.61788103366
463,6.13772705408623,2382.75560808775
464,6.13988455222626,2388.89549263998
465,6.14203740558736,2395.03753004556
466,6.14418563412565,2401.18171567969
467,6.1463292576689,2407.32804493736
468,6.14846829591765,2413.47651323328
469,6.15060276844628,2419.62711600172
470,6.1527326947041,2425.77984869643
471,6.15485809401642,2431.93470679044
472,6.15697898558556,2438.09168577603
473,6.15909538849193,2444.25078116452
474,6.16120732169508,2450.41198848622
475,6.16331480403464,2456.57530329025
476,6.16541785423142,2462.74072114448
477,6.16751649088834,2468.90823763537
478,6.16961073249146,2475.07784836786
479,6.17170059741092,2481.24954896527
480,6.17378610390194,2487.42333506917
481,6.17586727010576,2493.59920233928
482,6.1779441140506,2499.77714645333
483,6.18001665365257,2505.95716310698
484,6.18208490671663,2512.1392480137
485,6.18414889093748,2518.32339690464
486,6.18620862390049,2524.50960552854
487,6.18826412308259,2530.69786965162
488,6.19031540585315,2536.88818505747
489,6.19236248947487,2543.08054754695
490,6.19440539110467,2549.27495293805
491,6.19644412779452,2555.47139706585
492,6.19847871649231,2561.66987578234
493,6.20050917404269,2567.87038495638
494,6.20253551718792,2574.07292047357
495,6.20455776256869,2580.27747823614
496,6.20657592672493,2586.48405416286
497,6.20859002609663,2592.69264418896
498,6.21060007702465,2598.90324426599
499,6.21260609575152,2605.11585036174
500,6.21460809842219,2611.33045846016
501,6.21660610108486,2617.54706456124
502,6.21860011969173,2623.76566468094
503,6.22059017009974,2629.98625485104
504,6.22257626807137,2636.20883111911
505,6.22455842927536,2642.43338954838
506,6.22653666928747,2648.65992621767
507,6.22851100359118,2654.88843722126
508,6.23048144757848,2661.11891866884
509,6.23244801655052,2667.35136668539
510,6.23441072571837,2673.58577741111
511,6.2363695902037,2679.82214700131
512,6.23832462503951,2686.06047162635
513,6.24027584517077,2692.30074747152
514,6.24222326545517,2698.54297073698
515,6.24416690066374,2704.78713763764
516,6.24610676548156,2711.03324440312
517,6.24804287450843,2717.28128727763
518,6.24997524225948,2723.53126251989
519,6.25190388316589,2729.78316640306
520,6.25382881157547,2736.03699521463
521,6.25575004175337,2742.29274525639
522,6.25766758788264,2748.55041284427
523,6.25958146406492,2754.80999430833
524,6.26149168432104,2761.07148599266
525,6.26339826259162,2767.33488425525
526,6.26530121273771,2773.60018546798
527,6.26720054854136,2779.86738601653
528,6.26909628370626,2786.13648230023
529,6.2709884318583,2792.40747073209
530,6.27287700654617,2798.68034773864
531,6.27476202124194,2804.95510975988
532,6.27664348934164,2811.23175324922
533,6.27852142416584,2817.51027467339
534,6.2803958389602,2823.79067051235
535,6.28226674689601,2830.07293725924
536,6.2841341610708,2836.35707142031
537,6.28599809450887,2842.64306951482
538,6.28785856016178,2848.93092807498
539,6.289715570909,2855.22064364589
540,6.29156913955832,2861.51221278545
541,6.29341927884648,2867.8056320643
542,6.29526600143965,2874.10089806574
543,6.29710931993394,2880.39800738567
544,6.29894924685594,2886.69695663253
545,6.30078579466324,2892.99774242719
546,6.30261897574491,2899.30036140293
547,6.30444880242198,2905.60481020536
548,6.30627528694802,2911.9110854923
549,6.30809844150953,2918.21918393381
550,6.30991827822652,2924.52910221204
551,6.31173480915292,2930.84083702119
552,6.3135480462771,2937.15438506747
553,6.31535800152234,2943.46974306899
554,6.31716468674728,2949.78690775574
555,6.31896811374643,2956.10587586949
556,6.32076829425058,2962.42664416374
557,6.32256523992728,2968.74920940366
558,6.32435896238131,2975.07356836605
559,6.3261494731551,2981.3997178392
560,6.32793678372919,2987.72765462293
561,6.3297209055227,2994.05737552845
562,6.33150184989369,3000.38887737835
563,6.33327962813969,3006.72215700649
564,6.33505425149806,3013.05721125798
565,6.33682573114644,3019.39403698913
566,6.33859407820318,3025.73263106733
567,6.34035930372775,3032.07299037106
568,6.34212141872115,3038.41511178978
569,6.34388043412633,3044.75899222391
570,6.3456363608286,3051.10462858474
571,6.34738920965601,3057.45201779439
572,6.3491389913798,3063.80115678577
573,6.35088571671474,3070.15204250249
574,6.35262939631957,3076.50467189881
575,6.35437004079735,3082.8590419396
576,6.35610766069589,3089.2151496003
577,6.3578422665081,3095.57299186681
578,6.35957386867238,3101.93256573548
579,6.361302477573,3108.29386821305
580,6.36302810354047,3114.65689631659
581,6.36475075685191,3121.02164707345
582,6.36647044773144,3127.38811752118
583,6.36818718635049,3133.75630470753
584,6.36990098282823,3140.12620569036
585,6.37161184723186,3146.49781753759
586,6.37331978957701,3152.87113732717
587,6.3750248198281,3159.24616214699
588,6.37672694789863,3165.62288909489
589,6.37842618365159,3172.00131527854
590,6.38012253689977,3178.38143781544
591,6.3818160174061,3184.76325383285
592,6.38350663488401,3191.14676046773
593,6.38519439899773,3197.53195486673
594,6.38687931936265,3203.91883418609
595,6.38856140554563,3210.30739559164
596,6.39024066706535,3216.6976362587
597,6.3919171133926,3223.0895533721
598,6.39359075395063,3229.48314412605
599,6.39526159811545,3235.87840572416
600,6.39692965521615,3242.27533537938
601,6.39859493453521,3248.67393031392
602,6.40025744530882,3255.07418775922
603,6.40191719672719,3261.47610495595
604,6.40357419793482,3267.87967915389
605,6.40522845803084,3274.28490761192
606,6.40687998606931,3280.69178759799
607,6.4085287910595,3287.10031638904
608,6.41017488196617,3293.51049127101
609,6.4118182677099,3299.92230953872
610,6.41345895716736,3306.33576849589
611,6.4150969591716,3312.75086545506
612,6.41673228251233,3319.16759773757
613,6.41836493593621,3325.58596267351
614,6.41999492814714,3332.00595760165
615,6.42162226780652,3338.42757986946
616,6.42324696353352,3344.85082683299
617,6.42486902390539,3351.2756958569
618,6.42648845745769,3357.70218431436
619,6.4281052726846,3364.13028958704
620,6.42971947803914,3370.56000906508
621,6.43133108193348,3376.99134014702
622,6.43294009273918,3383.42428023975
623,6.43454651878745,3389.85882675854
624,6.43615036836943,3396.29497712691
625,6.4377516497364,3402.73272877665
626,6.4393503711001,3409.17207914775
627,6.44094654063292,3415.61302568838
628,6.4425401664682,3422.05556585485
629,6.44413125670044,3428.49969711155
630,6.44571981938558,3434.94541693094
631,6.44730586254121,3441.39272279348
632,6.44888939414686,3447.84161218762
633,6.45047042214418,3454.29208260977
634,6.45204895443723,3460.7441315642
635,6.45362499889269,3467.1977565631
636,6.45519856334012,3473.65295512644
637,6.45676965557216,3480.10972478201
638,6.45833828334479,3486.56806306536
639,6.45990445437753,3493.02796751973
640,6.46146817635372,3499.48943569609
641,6.46302945692067,3505.95246515301
642,6.46458830368996,3512.4170534567
643,6.46614472423762,3518.88319818093
644,6.46769872610435,3525.35089690704
645,6.46925031679577,3531.82014722383
646,6.4707995037826,3538.29094672762
647,6.4723462945009,3544.76329302212
648,6.47389069635227,3551.23718371847
649,6.47543271670409,3557.71261643517
650,6.47697236288968,3564.18958879806
651,6.47850964220857,3570.66809844027
652,6.48004456192665,3577.1481430022
653,6.48157712927643,3583.62972013148
654,6.4831073514572,3590.11282748293
655,6.48463523563525,3596.59746271857
656,6.48616078894409,3603.08362350751
657,6.48768401848461,3609.571307526
658,6.48920493132532,3616.06051245732
659,6.49072353450251,3622.55123599183
660,6.49223983502047,3629.04347582685
661,6.49375383985169,3635.5372296667
662,6.49526555593701,3642.03249522263
663,6.49677499018586,3648.52927021282
664,6.49828214947643,3655.0275523623
665,6.49978704065585,3661.52733940295
666,6.50128967054039,3668.02862907349
667,6.50279004591562,3674.53141911941
668,6.50428817353665,3681.03570729295
669,6.50578406012823,3687.54149135307
670,6.50727771238501,3694.04876906546
671,6.50876913697168,3700.55753820243
672,6.51025834052315,3707.06779654295
673,6.51174532964473,3713.5795418726
674,6.51323011091231,3720.09277198351
675,6.51471269087253,3726.60748467438
676,6.51619307604296,3733.12367775043
677,6.51767127291228,3739.64134902334
678,6.5191472879404,3746.16049631128
679,6.5206211275587,3752.68111743884
680,6.52209279817015,3759.20321023701
681,6.52356230614951,3765.72677254316
682,6.52502965784346,3772.251802201
683,6.52649485957079,3778.77829706057
684,6.52795791762255,3785.30625497819
685,6.52941883826223,3791.83567381646
686,6.53087762772589,3798.36655144418
687,6.53233429222235,3804.8988857364
688,6.53378883793334,3811.43267457434
689,6.53524127101366,3817.96791584535
690,6.53669159759131,3824.50460744294
691,6.53813982376767,3831.04274726671
692,6.53958595561767,3837.58233322233
693,6.5410299991899,3844.12336322152
694,6.54247196050681,3850.66583518202
695,6.54391184556479,3857.20974702759
696,6.54534966033442,3863.75509668792
697,6.54678541076052,3870.30188209868
698,6.54821910276237,3876.85010120145
699,6.54965074223381,3883.39975194368
700,6.5510803350434,3889.95083227872
701,6.55250788703459,3896.50334016576
702,6.55393340402581,3903.05727356978
703,6.55535689181067,3909.6126304616
704,6.55677835615804,3916.16940881775
705,6.55819780281227,3922.72760662057
706,6.55961523749324,3929.28722185806
707,6.56103066589657,3935.84825252396
708,6.56244409369372,3942.41069661765
709,6.56385552653213,3948.97455214418
710,6.56526497003536,3955.53981711422
711,6.56667242980324,3962.10648954402
712,6.56807791141198,3968.67456745543
713,6.5694814204143,3975.24404887585
714,6.57088296233958,3981.81493183819
715,6.57228254269401,3988.38721438088
716,6.57368016696065,3994.96089454784
717,6.57507584059962,4001.53597038844
718,6.57646956904822,4008.11243995749
719,6.57786135772105,4014.69030131521
720,6.5792512120101,4021.26955252722
721,6.58063913728495,4027.8501916645
722,6.58202513889283,4034.4322168034
723,6.58340922215877,4041.01562602556
724,6.58479139238572,4047.60041741794
725,6.58617165485468,4054.1865890728
726,6.5875500148248,4060.77413908762
727,6.58892647753352,4067.36306556516
728,6.59030104819669,4073.95336661335
729,6.59167373200866,4080.54504034536
730,6.59304453414244,4087.1380848795
731,6.59441345974978,4093.73249833925
732,6.59578051396131,4100.32827885321
733,6.59714570188665,4106.9254245551
734,6.59850902861452,4113.52393358372
735,6.59987049921284,4120.12380408293
736,6.60123011872888,4126.72503420166
737,6.60258789218934,4133.32762209385
738,6.60394382460047,4139.93156591845
739,6.6052979209482,4146.5368638394
740,6.60665018619822,4153.14351402559
741,6.60800062529609,4159.75151465089
742,6.60934924316738,4166.36086389406
743,6.61069604471776,4172.97155993877
744,6.61204103483309,4179.58360097361
745,6.61338421837956,4186.19698519199
746,6.61472560020376,4192.81171079219
747,6.61606518513282,4199.42777597732
748,6.61740297797448,4206.0451789553
749,6.61873898351722,4212.66391793882
750,6.62007320653036,4219.28399114534
751,6.62140565176413,4225.90539679711
752,6.62273632394984,4232.52813312106
753,6.62406522779989,4239.15219834886
754,6.62539236800796,4245.77759071687
755,6.62671774924903,4252.40430846612
756,6.62804137617953,4259.0323498423
757,6.62936325343745,4265.66171309573
758,6.63068338564237,4272.29239648137
759,6.63200177739563,4278.92439825877
760,6.63331843328038,4285.55771669205
761,6.63463335786169,4292.19235004991
762,6.63594655568665,4298.8282966056
763,6.63725803128446,4305.46555463688
764,6.63856778916652,4312.10412242605
765,6.63987583382654,4318.74399825988
766,6.64118216974059,4325.38518042962
767,6.64248680136726,4332.02766723098
768,6.64378973314767,4338.67145696413
769,6.64509096950564,4345.31654793364
770,6.64639051484773,4351.96293844849
771,6.64768837356333,4358.61062682205
772,6.64898455002478,4365.25961137207
773,6.65027904858742,4371.90989042066
774,6.65157187358973,4378.56146229425
775,6.65286302935335,4385.21432532361
776,6.65415252018322,4391.86847784379
777,6.65544035036765,4398.52391819416
778,6.65672652417839,4405.18064471833
779,6.65801104587075,4411.8386557642
780,6.65929391968364,4418.49794968389
781,6.66057514983969,4425.15852483373
782,6.66185474054531,4431.82037957427
783,6.6631326959908,4438.48351227026
784,6.66440902035041,4445.14792129061
785,6.66568371778241,4451.8136050084
786,6.66695679242921,4458.48056180083
787,6.6682282484174,4465.14879004924
